Dataset Name,Method,IQR Used,Filtered,MCC,F1-score (Malignant),AUC (Binary),Recall (Malignant),AUC (Probability),Balanced_Accuracy,F1-score (Benign),Frobenius_Kendall_Diff,Generation_Time,PR_AUC,Precision (Benign),Precision (Malignant),Recall (Benign),Training_Time
mdlon,ctgan,False,False,-0.0049 (± 0.0110),0.9517 (± 0.0015),0.4993 (± 0.0015),0.9987 (± 0.0030),0.5935 (± 0.0711),0.4993 (± 0.0015),0.0000 (± 0.0000),1.5995 (± 0.2617),16.6048 (± 1.7621),0.9329 (± 0.0193),0.0000 (± 0.0000),0.9090 (± 0.0002),0.0000 (± 0.0000),12.1848 (± 1.4079)
mdlon,smote,False,False,-0.0070 (± 0.0095),0.9517 (± 0.0009),0.4993 (± 0.0009),0.9987 (± 0.0018),0.6020 (± 0.1130),0.4993 (± 0.0009),0.0000 (± 0.0000),1.6967 (± 0.3198),1.2148 (± 0.0149),0.9363 (± 0.0211),0.0000 (± 0.0000),0.9090 (± 0.0002),0.0000 (± 0.0000),11.5966 (± 0.4510)
mdlon,smote,False,True,-0.0084 (± 0.0118),0.9514 (± 0.0015),0.4990 (± 0.0015),0.9980 (± 0.0030),0.5959 (± 0.0861),0.4990 (± 0.0015),0.0000 (± 0.0000),1.7038 (± 0.3268),1.2148 (± 0.0149),0.9336 (± 0.0165),0.0000 (± 0.0000),0.9089 (± 0.0002),0.0000 (± 0.0000),11.3644 (± 0.2627)
mdlon,smote,True,False,-0.0119 (± 0.0113),0.9510 (± 0.0014),0.4987 (± 0.0014),0.9973 (± 0.0028),0.5762 (± 0.0931),0.4987 (± 0.0014),0.0000 (± 0.0000),1.8096 (± 0.2891),1.2814 (± 0.0064),0.9333 (± 0.0161),0.0000 (± 0.0000),0.9089 (± 0.0002),0.0000 (± 0.0000),11.3238 (± 0.2256)
mdlon,smote,True,True,-0.0119 (± 0.0113),0.9510 (± 0.0014),0.4987 (± 0.0014),0.9973 (± 0.0028),0.5941 (± 0.0903),0.4987 (± 0.0014),0.0000 (± 0.0000),1.8074 (± 0.2873),1.2814 (± 0.0064),0.9346 (± 0.0203),0.0000 (± 0.0000),0.9089 (± 0.0002),0.0000 (± 0.0000),11.4904 (± 0.2639)
sonar,gan-paper,True,False,0.6275 (± 0.1361),0.9594 (± 0.0116),0.7200 (± 0.0837),1.0000 (± 0.0000),0.7806 (± 0.1056),0.7200 (± 0.0837),0.5952 (± 0.1715),1.0124 (± 0.1885),1.1468 (± 0.0490),0.9534 (± 0.0269),1.0000 (± 0.0000),0.9222 (± 0.0214),0.4400 (± 0.1673),0.4772 (± 0.0177)
sonar,ctgan,False,True,0.5571 (± 0.1990),0.9497 (± 0.0162),0.7448 (± 0.1112),0.9697 (± 0.0214),0.8206 (± 0.1228),0.7448 (± 0.1112),0.5859 (± 0.1942),1.2854 (± 0.3135),2.4696 (± 0.0403),0.9672 (± 0.0238),0.7167 (± 0.1826),0.9312 (± 0.0305),0.5200 (± 0.2280),0.4281 (± 0.0292)
sonar,gan-paper,False,False,0.5561 (± 0.3652),0.9566 (± 0.0264),0.7170 (± 0.1540),0.9939 (± 0.0136),0.8230 (± 0.1980),0.7170 (± 0.1540),0.5563 (± 0.3384),1.0743 (± 0.4215),1.2137 (± 0.2329),0.9665 (± 0.0375),0.8000 (± 0.4472),0.9223 (± 0.0391),0.4400 (± 0.2966),0.4946 (± 0.0175)
sonar,ctgan,False,False,0.5490 (± 0.1960),0.9498 (± 0.0160),0.7448 (± 0.1140),0.9697 (± 0.0000),0.7879 (± 0.1417),0.7448 (± 0.1140),0.5838 (± 0.1977),1.2824 (± 0.2915),2.4696 (± 0.0403),0.9571 (± 0.0336),0.6933 (± 0.1182),0.9310 (± 0.0306),0.5200 (± 0.2280),0.4938 (± 0.0388)
sonar,gan-paper,False,True,0.5097 (± 0.3259),0.9504 (± 0.0212),0.7109 (± 0.1324),0.9818 (± 0.0166),0.8291 (± 0.1750),0.7109 (± 0.1324),0.5310 (± 0.3035),1.2392 (± 0.2871),1.2137 (± 0.2329),0.9699 (± 0.0316),0.7000 (± 0.4108),0.9213 (± 0.0334),0.4400 (± 0.2608),0.4419 (± 0.0242)
sonar,gan-paper,True,True,0.4897 (± 0.2923),0.9506 (± 0.0157),0.6939 (± 0.1196),0.9879 (± 0.0166),0.7818 (± 0.1141),0.6939 (± 0.1196),0.4976 (± 0.2938),1.1492 (± 0.3369),1.1468 (± 0.0490),0.9555 (± 0.0274),0.6833 (± 0.4099),0.9167 (± 0.0301),0.4000 (± 0.2449),0.4302 (± 0.0220)
sonar,gan-paper_2,True,True,0.4771 (± 0.2912),0.9512 (± 0.0156),0.6600 (± 0.1140),1.0000 (± 0.0000),0.7527 (± 0.1907),0.6600 (± 0.1140),0.4452 (± 0.2896),1.1343 (± 0.3200),1.0166 (± 0.2236),0.9540 (± 0.0384),0.8000 (± 0.4472),0.9073 (± 0.0282),0.3200 (± 0.2280),0.3635 (± 0.0078)
sonar,gan-paper_2,False,False,0.4458 (± 0.3083),0.9411 (± 0.0232),0.6848 (± 0.1208),0.9697 (± 0.0371),0.7867 (± 0.1041),0.6848 (± 0.1208),0.4734 (± 0.2811),1.5346 (± 0.5430),1.0495 (± 0.1995),0.9574 (± 0.0242),0.6333 (± 0.4150),0.9152 (± 0.0308),0.4000 (± 0.2449),0.4981 (± 0.0327)
sonar,gan-paper_2,True,False,0.4381 (± 0.2647),0.9449 (± 0.0160),0.6539 (± 0.0870),0.9879 (± 0.0271),0.7406 (± 0.1952),0.6539 (± 0.0870),0.4317 (± 0.2475),1.1886 (± 0.2474),1.0166 (± 0.2236),0.9487 (± 0.0414),0.7000 (± 0.4472),0.9060 (± 0.0211),0.3200 (± 0.1789),0.4823 (± 0.0212)
sonar,smote,False,True,0.4356 (± 0.3345),0.9448 (± 0.0231),0.6709 (± 0.1346),0.9818 (± 0.0166),0.8024 (± 0.1064),0.6709 (± 0.1346),0.4548 (± 0.3087),1.3527 (± 0.4014),1.2942 (± 0.0381),0.9625 (± 0.0196),0.6500 (± 0.4183),0.9109 (± 0.0338),0.3600 (± 0.2608),0.4351 (± 0.0327)
sonar,smote,True,False,0.4356 (± 0.3345),0.9448 (± 0.0231),0.6709 (± 0.1346),0.9818 (± 0.0166),0.8133 (± 0.1405),0.6709 (± 0.1346),0.4548 (± 0.3087),1.3595 (± 0.4014),1.2227 (± 0.0097),0.9620 (± 0.0300),0.6500 (± 0.4183),0.9109 (± 0.0338),0.3600 (± 0.2608),0.4402 (± 0.0255)
sonar,wgangp,False,True,0.4301 (± 0.3449),0.9417 (± 0.0287),0.6679 (± 0.1399),0.9758 (± 0.0254),0.7697 (± 0.1553),0.6679 (± 0.1399),0.4548 (± 0.3087),1.4743 (± 0.4013),0.7037 (± 0.0163),0.9538 (± 0.0342),0.6500 (± 0.4183),0.9101 (± 0.0351),0.3600 (± 0.2608),0.4526 (± 0.0081)
sonar,smote,True,True,0.4045 (± 0.3190),0.9384 (± 0.0240),0.6648 (± 0.1288),0.9697 (± 0.0371),0.8121 (± 0.1069),0.6648 (± 0.1288),0.4305 (± 0.2922),1.4517 (± 0.4326),1.2227 (± 0.0097),0.9644 (± 0.0210),0.6000 (± 0.4183),0.9102 (± 0.0330),0.3600 (± 0.2608),0.4344 (± 0.0318)
sonar,smote,False,False,0.4028 (± 0.3186),0.9420 (± 0.0224),0.6509 (± 0.1201),0.9818 (± 0.0166),0.8145 (± 0.1207),0.6509 (± 0.1201),0.4214 (± 0.2884),1.4294 (± 0.4175),1.2942 (± 0.0381),0.9651 (± 0.0238),0.6333 (± 0.4150),0.9055 (± 0.0297),0.3200 (± 0.2280),0.4576 (± 0.0327)
sonar,ctgan,True,True,0.3799 (± 0.2927),0.9354 (± 0.0219),0.6618 (± 0.1130),0.9636 (± 0.0254),0.8121 (± 0.1135),0.6618 (± 0.1130),0.4278 (± 0.2705),1.5722 (± 0.3948),2.4711 (± 0.0224),0.9609 (± 0.0336),0.5333 (± 0.3613),0.9091 (± 0.0280),0.3600 (± 0.2191),0.3993 (± 0.0392)
sonar,ctgan,True,False,0.3778 (± 0.3088),0.9320 (± 0.0260),0.6758 (± 0.1469),0.9515 (± 0.0166),0.8097 (± 0.0997),0.6758 (± 0.1469),0.4378 (± 0.2858),1.6491 (± 0.4613),2.4711 (± 0.0224),0.9641 (± 0.0229),0.4933 (± 0.3031),0.9137 (± 0.0384),0.4000 (± 0.2828),0.4909 (± 0.0049)
sonar,gan-paper_2,False,True,0.3642 (± 0.3478),0.9455 (± 0.0179),0.6370 (± 0.1326),0.9939 (± 0.0136),0.8182 (± 0.1312),0.6370 (± 0.1326),0.3643 (± 0.3448),1.3027 (± 0.2669),1.0495 (± 0.1995),0.9608 (± 0.0288),0.5333 (± 0.5055),0.9021 (± 0.0328),0.2800 (± 0.2683),0.3632 (± 0.0262)
sonar,wgangp,True,True,0.3286 (± 0.2518),0.9368 (± 0.0162),0.5939 (± 0.0763),0.9879 (± 0.0166),0.8194 (± 0.1030),0.5939 (± 0.0763),0.3048 (± 0.2037),1.5379 (± 0.3677),0.7061 (± 0.0145),0.9640 (± 0.0197),0.7000 (± 0.4472),0.8908 (± 0.0184),0.2000 (± 0.1414),0.4642 (± 0.0217)
sonar,wgangp,False,False,0.3147 (± 0.2698),0.9227 (± 0.0215),0.6497 (± 0.1283),0.9394 (± 0.0303),0.7915 (± 0.1161),0.6497 (± 0.1283),0.3796 (± 0.2565),1.7807 (± 0.3326),0.7037 (± 0.0163),0.9577 (± 0.0295),0.4300 (± 0.2729),0.9076 (± 0.0337),0.3600 (± 0.2608),0.5023 (± 0.0189)
sonar,wgangp,True,False,0.3083 (± 0.3335),0.9368 (± 0.0241),0.5939 (± 0.1082),0.9879 (± 0.0271),0.8097 (± 0.0778),0.5939 (± 0.1082),0.2952 (± 0.2865),1.5145 (± 0.5007),0.7061 (± 0.0145),0.9649 (± 0.0161),0.6000 (± 0.5477),0.8910 (± 0.0261),0.2000 (± 0.2000),0.5005 (± 0.0152)
sonar,gan-tutorial,True,True,0.2629 (± 0.2115),0.8992 (± 0.0349),0.6285 (± 0.0947),0.8970 (± 0.0550),0.7733 (± 0.0986),0.6285 (± 0.0947),0.3567 (± 0.1824),2.3221 (± 0.5893),2.0753 (± 0.0443),0.9515 (± 0.0297),0.3710 (± 0.2173),0.9024 (± 0.0242),0.3600 (± 0.1673),0.5427 (± 0.0211)
sonar,smotified_gan,False,True,0.2561 (± 0.2130),0.9341 (± 0.0124),0.5739 (± 0.0620),0.9879 (± 0.0212),0.7812 (± 0.0888),0.5739 (± 0.0620),0.2393 (± 0.1865),1.8884 (± 0.4172),3.4924 (± 0.5572),0.9581 (± 0.0205),0.5333 (± 0.4431),0.8861 (± 0.0149),0.1600 (± 0.1265),0.4308 (± 0.0415)
sonar,smotified_gan,True,False,0.2498 (± 0.2130),0.9328 (± 0.0118),0.5639 (± 0.0516),0.9879 (± 0.0156),0.7776 (± 0.1394),0.5639 (± 0.0516),0.2238 (± 0.1556),1.9361 (± 0.5160),3.5608 (± 0.6442),0.9508 (± 0.0487),0.6000 (± 0.4595),0.8835 (± 0.0122),0.1400 (± 0.0966),0.4881 (± 0.0309)
sonar,smotified_gan,True,True,0.1864 (± 0.1996),0.9283 (± 0.0141),0.5509 (± 0.0519),0.9818 (± 0.0256),0.7818 (± 0.1146),0.5509 (± 0.0519),0.1821 (± 0.1589),2.0599 (± 0.4451),3.5608 (± 0.6442),0.9571 (± 0.0314),0.4333 (± 0.4389),0.8806 (± 0.0123),0.1200 (± 0.1033),0.4412 (± 0.0364)
sonar,gan-tutorial,True,False,0.1858 (± 0.1949),0.8898 (± 0.0220),0.6024 (± 0.1007),0.8848 (± 0.0498),0.7891 (± 0.0787),0.6024 (± 0.1007),0.2857 (± 0.1827),2.7400 (± 0.8855),2.0753 (± 0.0443),0.9598 (± 0.0208),0.2738 (± 0.1805),0.8971 (± 0.0284),0.3200 (± 0.2280),0.5395 (± 0.0252)
sonar,smotified_gan,False,False,0.1735 (± 0.2227),0.9315 (± 0.0111),0.5539 (± 0.0689),0.9879 (± 0.0156),0.7794 (± 0.0792),0.5539 (± 0.0689),0.1762 (± 0.2033),1.9650 (± 0.4041),3.4924 (± 0.5572),0.9537 (± 0.0241),0.3500 (± 0.4116),0.8814 (± 0.0166),0.1200 (± 0.1398),0.4753 (± 0.0162)
sonar,gan-tutorial,False,True,0.1251 (± 0.2564),0.9016 (± 0.0361),0.5606 (± 0.1260),0.9212 (± 0.0591),0.7309 (± 0.0745),0.5606 (± 0.1260),0.2064 (± 0.2463),2.6454 (± 1.1790),2.3836 (± 0.6653),0.9412 (± 0.0285),0.2200 (± 0.2534),0.8843 (± 0.0330),0.2000 (± 0.2449),0.4677 (± 0.0479)
sonar,gan-tutorial,False,False,0.0852 (± 0.2524),0.8854 (± 0.0318),0.5455 (± 0.1301),0.8909 (± 0.0407),0.6921 (± 0.1076),0.5455 (± 0.1301),0.1955 (± 0.2248),3.0643 (± 0.8803),2.3836 (± 0.6653),0.9369 (± 0.0279),0.2000 (± 0.2173),0.8808 (± 0.0349),0.2000 (± 0.2449),0.5193 (± 0.0716)
