dataset,balance_method,wasserstein_mean,kl_divergence_mean,pairwise_real_real,pairwise_synth_synth,pairwise_real_synth
iqr_Clean_sonar,smote_filtered,0.21533132377338574,2.235111958777087,,,
iqr_Clean_sonar,smote_filtered,0.19853140628826957,2.348004845479598,,,
iqr_Clean_sonar,smote_filtered,0.2879028860789309,3.7296049989347866,,,
iqr_Clean_sonar,smote_filtered,0.18884783979944517,3.1716556711696504,,,
iqr_Clean_sonar,smote_filtered,0.22070288857032042,3.013160219965629,,,
iqr_Clean_sonar,smote_filtered,0.21533132377338574,2.235111958777087,,,
iqr_Clean_sonar,smote_filtered,0.21533132377338574,2.235111958777087,,,
iqr_Clean_sonar,smote_filtered,0.21533132377338574,2.235111958777087,,,
iqr_Clean_sonar,smote_filtered,0.19853140628826957,2.348004845479598,,,
iqr_Clean_sonar,smote_filtered,0.2879028860789309,3.7296049989347866,,,
iqr_Clean_sonar,smote_filtered,0.18884783979944517,3.1716556711696504,,,
iqr_Clean_sonar,smote_filtered,0.22070288857032042,3.013160219965629,,,
iqr_Clean_sonar,smote_filtered,0.21533132377338574,2.235111958777087,,,
iqr_Clean_sonar,smote_filtered,0.19853140628826957,2.348004845479598,,,
iqr_Clean_sonar,smote_filtered,0.2879028860789309,3.7296049989347866,,,
iqr_Clean_sonar,smote_filtered,0.18884783979944517,3.1716556711696504,,,
iqr_Clean_sonar,smote_filtered,0.22070288857032042,3.013160219965629,,,
