dataset,balance_method,wasserstein_mean,kl_divergence_mean,pairwise_real_real,pairwise_synth_synth,pairwise_real_synth
Clean_sonar,wgangp,0.5384264490161238,4.514037170978678,,,
Clean_sonar,wgangp,0.5916688398413663,4.918185117625012,,,
Clean_sonar,wgangp,0.6957254671584576,11.148063112171327,,,
Clean_sonar,wgangp,0.6077505001544823,8.187843826153259,,,
Clean_sonar,wgangp,0.7129647950948077,7.007761028982097,,,
Clean_sonar,wgangp,0.5368772190887146,4.323067771673475,,,
Clean_sonar,wgangp,0.5136691270709556,4.0800260248057505,,,
Clean_sonar,wgangp,0.5394511991079584,4.467053148071694,,,
Clean_sonar,wgangp,0.6087455433928747,4.684220517792389,,,
Clean_sonar,wgangp,0.7057919594963924,11.146301005959481,,,
Clean_sonar,wgangp,0.5933116040867883,8.572493189280467,,,
Clean_sonar,wgangp,0.7013658488360703,7.062615205216911,,,
Clean_sonar,wgangp,0.5382175256073046,4.51378314993248,,,
Clean_sonar,wgangp,0.6054588427904546,5.366585832284096,,,
Clean_sonar,wgangp,0.7003500323014709,11.262245505364152,,,
Clean_sonar,wgangp,0.5837991192581633,8.184805163147647,,,
Clean_sonar,wgangp,0.6918694278931145,6.740593559449834,,,
