dataset,balance_method,wasserstein_mean,kl_divergence_mean,pairwise_real_real,pairwise_synth_synth,pairwise_real_synth
Clean_sonar,gan_paper,0.09801857883597055,6.963876596055969,,,
Clean_sonar,gan_paper,0.08201590126979477,4.734787034731515,,,
Clean_sonar,gan_paper,0.08172647631695,3.2064129560957846,,,
Clean_sonar,gan_paper,0.09160436188483563,6.4621486789217135,,,
Clean_sonar,gan_paper,0.08953878141179729,4.935092458273628,,,
Clean_sonar,gan_paper,0.08906145864297474,7.395524585089608,,,
Clean_sonar,gan_paper,0.10626397516321265,6.715995011043123,,,
Clean_sonar,gan_paper,0.10383543008276039,6.5861993278927615,,,
Clean_sonar,gan_paper,0.09150410904125136,4.5424847698605255,,,
Clean_sonar,gan_paper,0.08308500135850425,3.0555346290341707,,,
Clean_sonar,gan_paper,0.08875078882343865,7.068716328091643,,,
Clean_sonar,gan_paper,0.08753034130576842,4.300672067802519,,,
Clean_sonar,gan_paper,0.09372909854696608,7.89191332113088,,,
Clean_sonar,gan_paper,0.09589730448821174,5.435114619580436,,,
Clean_sonar,gan_paper,0.07969432820894726,3.3285984658876777,,,
Clean_sonar,gan_paper,0.10020551757433795,6.8847472040535385,,,
Clean_sonar,gan_paper,0.09516248610609525,5.337474276057365,,,
