dataset,balance_method,wasserstein_mean,kl_divergence_mean,pairwise_real_real,pairwise_synth_synth,pairwise_real_synth
balanced_artificial_dataset,smotified_gan,0.07228266244172461,0.7302181405788329,0.7030546638343474,0.5785702069817023,0.69210018544566
balanced_artificial_dataset,smotified_gan,0.06003013089319471,0.3762415293638073,0.68549420210658,0.7055910429101347,0.737553131951151
balanced_artificial_dataset,smotified_gan,0.13359918537675594,3.4185285338247198,0.6983575859670532,0.14314155103234424,0.6230588704290398
balanced_artificial_dataset,smotified_gan,0.05064848109198513,0.5382527722546455,0.7092438590546847,0.6839678559235975,0.7122985803984636
balanced_artificial_dataset,smotified_gan,0.05524912821457801,0.6054585339447197,0.7082077074696471,0.6169788076439316,0.6906309942541018
balanced_artificial_dataset,smotified_gan,0.061354067503228284,0.36206161616827676,0.7182307372382872,0.7001317918792237,0.7447208704989509
balanced_artificial_dataset,smotified_gan,0.06749756466785639,0.47809311106464797,0.7260268969044057,0.7629209476219073,0.7696738731359468
balanced_artificial_dataset,smotified_gan,0.0731982692514815,0.56797987935177,0.677472701405251,0.6878041991985088,0.7239131079610557
balanced_artificial_dataset,smotified_gan,0.05873112622445532,0.5058475166293456,0.6899666289659313,0.7068725053610344,0.725963265735635
balanced_artificial_dataset,smotified_gan,0.05436659238454757,0.4937652312789931,0.6914059134987416,0.7776109880032478,0.7548457776859483
