dataset,balance_method,wasserstein_mean,kl_divergence_mean,pairwise_real_real,pairwise_synth_synth,pairwise_real_synth
Clean_mdlon,gan_from_tutorial_filtered,0.0017575972778289869,0.0011768242989637061,5.118738757641024,5.115448361938699,5.108321466564071
Clean_mdlon,gan_from_tutorial_filtered,0.0018827161067033749,0.0014125155668412682,5.160674415446967,5.158269751925725,5.1506792089415185
Clean_mdlon,gan_from_tutorial_filtered,0.0019936540482813126,0.0017278169776487667,5.125259145860695,5.119560051517916,5.113460939093837
Clean_mdlon,gan_from_tutorial_filtered,0.0018109999729566642,0.001256117890109158,5.149467306122645,5.15080566043711,5.1412289061191245
Clean_mdlon,gan_from_tutorial_filtered,0.001858336565103257,0.0015142752237357932,5.129069833997232,5.12896655480424,5.119969542766352
Clean_mdlon,gan_from_tutorial_filtered,0.0536707987960655,1.7137414656883883,5.107218356330511,5.367007327116075,5.324226438057852
Clean_mdlon,gan_from_tutorial_filtered,0.055698726760083125,1.6042358924211166,5.111398581340233,5.322329853987127,5.326394055067506
Clean_mdlon,gan_from_tutorial_filtered,0.05272903432901242,1.2781194091687837,5.0745371677429665,5.3011154977457355,5.299856597169585
Clean_mdlon,gan_from_tutorial_filtered,0.053316305429657374,1.8914526354127716,5.05788727662959,5.388803969874475,5.299380609290906
Clean_mdlon,gan_from_tutorial_filtered,0.056051471143839335,2.0079972356323603,5.091377114885806,5.347611854821053,5.313940759764679
Clean_mdlon,gan_from_tutorial_filtered,0.05376577977274569,2.1238567265375865,5.107218356330511,5.375288002415522,5.317327906948612
Clean_mdlon,gan_from_tutorial_filtered,0.05549426832111285,1.5155883743564271,5.111398581340233,5.354229299685572,5.341294305545922
Clean_mdlon,gan_from_tutorial_filtered,0.05393674362165555,1.9883316237551518,5.0745371677429665,5.36593838848441,5.305361976608795
Clean_mdlon,gan_from_tutorial_filtered,0.05364420997249026,1.7329921715224723,5.05788727662959,5.40045448325164,5.310731712978029
Clean_mdlon,gan_from_tutorial_filtered,0.05703484740803783,2.2600814586496543,5.091377114885806,5.423455375159243,5.3632848228774685
