dataset,balance_method,wasserstein_mean,kl_divergence_mean,pairwise_real_real,pairwise_synth_synth,pairwise_real_synth
heart_balanced,smotified_gan,0.2698752472985439,3.5317236561462346,1.3400006099702753,0.09825787861909441,1.3226586252123396
heart_balanced,smotified_gan,0.28032262536914404,3.664819114822274,1.3904216408922974,0.0041272384389919444,1.319175519996378
heart_balanced,smotified_gan,0.29526703113406155,5.5817922265828965,1.4360790853651433,0.11245605706238436,1.3250567470868428
heart_balanced,smotified_gan,0.2587224055568119,3.472139038553893,1.3976136610104424,0.5265362680604475,1.3174314074277504
heart_balanced,smotified_gan,0.2742437108871038,3.8558112836258123,1.4745262887597552,0.43685231766137245,1.321138522861142
heart_balanced,smotified_gan,0.2930973575418389,4.211646924435786,1.488664592733982,0.1262636720113112,1.3556988276103945
heart_balanced,smotified_gan,0.2810055951432614,3.365994496377404,1.3080000435859664,0.20883220986168177,1.3267194552954686
heart_balanced,smotified_gan,0.14632257419387468,2.6442688175572764,1.451425311134219,0.7895592761083086,1.1969488885066017
heart_balanced,smotified_gan,0.2964671236623504,4.35538675456518,1.4767180985310142,0.10932139878565655,1.351724560969649
heart_balanced,smotified_gan,0.2416157873604541,2.755400222616201,1.3024995187965542,0.32731783627395167,1.289255300818677
