dataset,balance_method,wasserstein_mean,kl_divergence_mean,pairwise_real_real,pairwise_synth_synth,pairwise_real_synth
iqr_Clean_mdlon,gan_paper_2,0.27769094515185894,0.812653235743255,5.928174319783906,10.39279905706951,10.913792616179885
iqr_Clean_mdlon,gan_paper_2,0.2747479877625092,0.8227255079596459,5.928350659822844,10.378081399254217,11.104775712017721
iqr_Clean_mdlon,gan_paper_2,0.2915891190124265,1.007980716010321,5.89940801246698,10.57844088839441,11.0439222442469
iqr_Clean_mdlon,gan_paper_2,0.2748315934005239,0.9017071200693104,5.872322241769481,10.521873205948614,11.12970472241351
iqr_Clean_mdlon,gan_paper_2,0.2848097674129643,0.9415582245797282,5.937699763550337,10.71117659451421,11.500941299428355
iqr_Clean_mdlon,gan_paper_2,0.30729479914627217,0.8948144285780436,5.928174319783906,10.640272145115834,11.578087841429742
iqr_Clean_mdlon,gan_paper_2,0.2647220654936752,0.7993855606644027,5.928350659822844,10.554105975881898,11.02282439774818
iqr_Clean_mdlon,gan_paper_2,0.2937333136480662,0.978900867249223,5.89940801246698,10.726792468242216,11.240693837582649
iqr_Clean_mdlon,gan_paper_2,0.2928112503086277,0.9678915348764422,5.872322241769481,10.684782845203241,11.576808934613036
iqr_Clean_mdlon,gan_paper_2,0.2917475671614012,0.9317126705132814,5.937699763550337,10.63246321796165,11.554710866132657
