dataset,balance_method,wasserstein_mean,kl_divergence_mean,pairwise_real_real,pairwise_synth_synth,pairwise_real_synth
Clean_sonar,gan_paper_filtered,0.08538852000486648,1.2857171986530678,,,
Clean_sonar,gan_paper_filtered,0.08628037362259182,1.2336946436364526,,,
Clean_sonar,gan_paper_filtered,0.0909718662539892,1.23693836439186,,,
Clean_sonar,gan_paper_filtered,0.08637318917800539,1.2195038305623718,,,
Clean_sonar,gan_paper_filtered,0.08680417630681866,1.552349570255461,,,
Clean_sonar,gan_paper_filtered,0.0859001892840783,1.261200190224414,,,
Clean_sonar,gan_paper_filtered,0.0955850906728335,1.2882045867221452,,,
Clean_sonar,gan_paper_filtered,0.0922078127744022,1.2548560170128629,,,
Clean_sonar,gan_paper_filtered,0.08948717053760508,1.2565456491151157,,,
Clean_sonar,gan_paper_filtered,0.09045342316746491,1.2233109676187015,,,
Clean_sonar,gan_paper_filtered,0.08249830101889377,1.258941697100417,,,
Clean_sonar,gan_paper_filtered,0.08385204992918063,1.5551706425942453,,,
Clean_sonar,gan_paper_filtered,0.08482659925213597,1.3255637117737114,,,
Clean_sonar,gan_paper_filtered,0.09277218404048186,1.2540592665712458,,,
Clean_sonar,gan_paper_filtered,0.08694167481424568,1.234742687874022,,,
Clean_sonar,gan_paper_filtered,0.08677862013983885,1.224831987754843,,,
Clean_sonar,gan_paper_filtered,0.0896875318406907,1.4150594308151738,,,
