dataset,balance_method,wasserstein_mean,kl_divergence_mean,pairwise_real_real,pairwise_synth_synth,pairwise_real_synth
iqr_Clean_sonar,smote,0.18247187885660987,1.289511049989861,,,
iqr_Clean_sonar,smote,0.2508942063864732,2.3358703921306567,,,
iqr_Clean_sonar,smote,0.30912305483578517,8.270644645579697,,,
iqr_Clean_sonar,smote,0.21833182225331155,6.303569618440851,,,
iqr_Clean_sonar,smote,0.20499553453054775,3.313149257045995,,,
iqr_Clean_sonar,smote,0.18247187885660987,1.289511049989861,,,
iqr_Clean_sonar,smote,0.18247187885660987,1.289511049989861,,,
iqr_Clean_sonar,smote,0.18247187885660987,1.289511049989861,,,
iqr_Clean_sonar,smote,0.2508942063864732,2.3358703921306567,,,
iqr_Clean_sonar,smote,0.30912305483578517,8.270644645579697,,,
iqr_Clean_sonar,smote,0.21833182225331155,6.303569618440851,,,
iqr_Clean_sonar,smote,0.20499553453054775,3.313149257045995,,,
iqr_Clean_sonar,smote,0.18247187885660987,1.289511049989861,,,
iqr_Clean_sonar,smote,0.2508942063864732,2.3358703921306567,,,
iqr_Clean_sonar,smote,0.30912305483578517,8.270644645579697,,,
iqr_Clean_sonar,smote,0.21833182225331155,6.303569618440851,,,
iqr_Clean_sonar,smote,0.20499553453054775,3.313149257045995,,,
